index,tsne1,tsne2,tsne_clusters,filename
330,2.295275,1.256723,9,split_399_19700101_122640_short.WAV
331,-11.376478,-5.0310097,3,split_39_19700101_122640_short.WAV
332,-12.701613,-5.423932,3,split_3_19700101_122640_short.WAV
333,2.4907317,1.948424,9,split_400_19700101_122640_short.WAV
334,2.8195503,-0.086274415,4,split_401_19700101_122640_short.WAV
335,2.7820773,2.413266,9,split_402_19700101_122640_short.WAV
336,2.7181485,3.0055332,9,split_403_19700101_122640_short.WAV
337,3.55323,0.8878757,9,split_404_19700101_122640_short.WAV
338,1.7629919,0.18018591,4,split_405_19700101_122640_short.WAV
339,3.9576952,-1.77881,4,split_406_19700101_122640_short.WAV
340,2.389798,-1.9093896,4,split_407_19700101_122640_short.WAV
341,0.6429206,-1.6042584,4,split_408_19700101_122640_short.WAV
342,2.4999254,-2.4449723,4,split_409_19700101_122640_short.WAV
343,-11.241183,-5.264812,3,split_40_19700101_122640_short.WAV
344,3.2806206,-1.8719908,4,split_410_19700101_122640_short.WAV
345,1.1589998,1.0241425,4,split_411_19700101_122640_short.WAV
346,3.2358232,-1.4319727,4,split_412_19700101_122640_short.WAV
347,2.0378175,1.973413,9,split_413_19700101_122640_short.WAV
348,-1.1209573,0.85985804,8,split_414_19700101_122640_short.WAV
349,1.6155822,0.342835,4,split_415_19700101_122640_short.WAV
350,1.7954905,-1.4303995,4,split_416_19700101_122640_short.WAV
351,1.3251234,0.9186499,4,split_417_19700101_122640_short.WAV
352,4.3892217,-0.694489,4,split_418_19700101_122640_short.WAV
353,3.7440817,-1.5096861,4,split_419_19700101_122640_short.WAV
354,-10.899992,-4.815946,3,split_41_19700101_122640_short.WAV
355,3.7857578,-1.7765594,4,split_420_19700101_122640_short.WAV
356,1.8213052,-1.8972781,4,split_421_19700101_122640_short.WAV
357,0.9917378,-1.9799982,4,split_422_19700101_122640_short.WAV
358,-0.5145587,-0.6290884,8,split_423_19700101_122640_short.WAV
359,-0.11235316,-1.7156992,8,split_424_19700101_122640_short.WAV
360,0.327158,-1.6859957,4,split_425_19700101_122640_short.WAV
361,-0.2612311,0.17101581,8,split_426_19700101_122640_short.WAV
362,2.0578897,-2.2378087,4,split_427_19700101_122640_short.WAV
363,1.4302644,1.6301286,9,split_428_19700101_122640_short.WAV
364,2.8354194,-2.608968,4,split_429_19700101_122640_short.WAV
365,-10.669816,-4.899757,3,split_42_19700101_122640_short.WAV
366,2.4133165,-1.1449707,4,split_430_19700101_122640_short.WAV
367,2.2892056,-0.6759968,4,split_431_19700101_122640_short.WAV
368,2.8986044,-2.7235699,4,split_432_19700101_122640_short.WAV
369,3.0027184,-2.131432,4,split_433_19700101_122640_short.WAV
370,2.8185754,-2.0830264,4,split_434_19700101_122640_short.WAV
371,3.1172597,-3.2732732,6,split_435_19700101_122640_short.WAV
372,3.2152221,-2.4735584,4,split_436_19700101_122640_short.WAV
373,3.477041,-2.1562989,4,split_437_19700101_122640_short.WAV
374,2.7255678,-1.0337318,4,split_438_19700101_122640_short.WAV
375,3.7034726,-3.324794,6,split_439_19700101_122640_short.WAV
376,-10.788646,-5.258574,3,split_43_19700101_122640_short.WAV
377,3.7349966,-2.3505602,6,split_440_19700101_122640_short.WAV
378,4.3538704,-2.4995008,6,split_441_19700101_122640_short.WAV
379,5.024335,-2.8414817,6,split_442_19700101_122640_short.WAV
380,5.919851,-0.9522077,0,split_443_19700101_122640_short.WAV
381,5.943429,-1.100917,0,split_444_19700101_122640_short.WAV
382,5.3760886,-2.0597105,6,split_445_19700101_122640_short.WAV
383,5.648551,-0.3217737,0,split_446_19700101_122640_short.WAV
384,4.490688,2.894032,9,split_447_19700101_122640_short.WAV
385,4.6554193,1.2567419,9,split_448_19700101_122640_short.WAV
386,4.681502,-2.6390452,6,split_449_19700101_122640_short.WAV
387,-11.120114,-5.041806,3,split_44_19700101_122640_short.WAV
388,4.82611,-2.9607103,6,split_450_19700101_122640_short.WAV
389,5.339664,-2.7503858,6,split_451_19700101_122640_short.WAV
390,4.3657184,-2.2124622,6,split_452_19700101_122640_short.WAV
391,4.8025928,-2.1768122,6,split_453_19700101_122640_short.WAV
392,6.236136,-2.2585173,6,split_454_19700101_122640_short.WAV
393,6.5098557,-4.1915836,6,split_455_19700101_122640_short.WAV
394,8.32775,-2.1947541,0,split_456_19700101_122640_short.WAV
395,8.356335,-2.1918974,0,split_457_19700101_122640_short.WAV
396,6.504126,-3.7326481,6,split_458_19700101_122640_short.WAV
397,6.089634,-3.0500298,6,split_459_19700101_122640_short.WAV
398,-11.315338,-5.481103,3,split_45_19700101_122640_short.WAV
399,5.32615,3.0238197,9,split_460_19700101_122640_short.WAV
400,5.183225,3.3898199,9,split_461_19700101_122640_short.WAV
401,6.512003,-0.9942502,0,split_462_19700101_122640_short.WAV
402,4.735782,3.3275466,9,split_463_19700101_122640_short.WAV
403,6.3023624,2.214095,0,split_464_19700101_122640_short.WAV
404,6.8329263,-2.5630617,6,split_465_19700101_122640_short.WAV
405,8.248127,2.8519118,5,split_466_19700101_122640_short.WAV
406,6.6488094,-1.5770268,0,split_467_19700101_122640_short.WAV
407,3.0892136,-1.4224079,4,split_468_19700101_122640_short.WAV
408,7.5274343,-1.581619,0,split_469_19700101_122640_short.WAV
409,-11.003208,-5.296563,3,split_46_19700101_122640_short.WAV
410,7.271393,2.956865,5,split_470_19700101_122640_short.WAV
411,8.114751,3.167838,5,split_471_19700101_122640_short.WAV
412,7.4973574,-3.256098,6,split_472_19700101_122640_short.WAV
413,5.994424,-2.928979,6,split_473_19700101_122640_short.WAV
414,6.5753684,-2.7347171,6,split_474_19700101_122640_short.WAV
415,8.767174,2.9425497,5,split_475_19700101_122640_short.WAV
416,9.1467705,3.283026,5,split_476_19700101_122640_short.WAV
417,9.139224,3.0074472,5,split_477_19700101_122640_short.WAV
418,-9.083777,-3.4693136,3,split_478_19700101_122640_short.WAV
419,-8.615789,-3.393372,3,split_479_19700101_122640_short.WAV
420,-10.7397585,-5.02777,3,split_47_19700101_122640_short.WAV
421,8.105262,-1.3026671,0,split_480_19700101_122640_short.WAV
422,7.808559,3.0249715,5,split_481_19700101_122640_short.WAV
